wagidsheikh@Wagids-MacBook-Pro simplify_downloader % log show --style syslog --info \
  --start "2026-01-28 15:45:00" --end "2026-01-28 21:15:00" \
  --predicate '(process == "cron") OR (eventMessage CONTAINS[c] "CRON")'

Filtering the log data using "process == "cron" OR composedMessage CONTAINS[c] "CRON""
Skipping debug messages, pass --debug to include.
Timestamp                       (process)[PID]
2026-01-28 21:12:01.296415+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2a4f8b0 at /usr/sbin/cron
2026-01-28 21:12:01.307665+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16575.15, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16575, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.308909+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16575.15, subject=/usr/sbin/cron,
2026-01-28 21:12:01.309935+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2a4f8b0 at /usr/sbin/cron
2026-01-28 21:12:01.314529+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16574.12, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16574, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.316831+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16574.12, subject=/usr/sbin/cron,
2026-01-28 21:12:01.318386+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2121710 at /usr/sbin/cron
2026-01-28 21:12:01.327857+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16574.13, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16574, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.329380+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16574.13, subject=/usr/sbin/cron,
2026-01-28 21:12:01.330927+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2a4f8b0 at /usr/sbin/cron
2026-01-28 21:12:01.340678+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16574.14, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16574, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.342983+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16574.14, subject=/usr/sbin/cron,
2026-01-28 21:12:01.344938+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bce90f220 at /usr/sbin/cron
2026-01-28 21:12:01.355988+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16574.15, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16574, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.358072+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16574.15, subject=/usr/sbin/cron,
2026-01-28 21:12:01.359957+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f35be0 at /usr/sbin/cron
2026-01-28 21:12:01.360016+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16573.12, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16573, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.361643+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16573.12, subject=/usr/sbin/cron,
2026-01-28 21:12:01.363190+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bce80df70 at /usr/sbin/cron
2026-01-28 21:12:01.364551+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16576.12, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16576, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.366028+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16576.12, subject=/usr/sbin/cron,
2026-01-28 21:12:01.368231+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bce805d90 at /usr/sbin/cron
2026-01-28 21:12:01.376190+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16573.13, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16573, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.377906+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16573.13, subject=/usr/sbin/cron,
2026-01-28 21:12:01.379395+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f3ca60 at /usr/sbin/cron
2026-01-28 21:12:01.380847+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16576.13, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16576, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.382448+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16576.13, subject=/usr/sbin/cron,
2026-01-28 21:12:01.384127+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f11100 at /usr/sbin/cron
2026-01-28 21:12:01.393748+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16573.14, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16573, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.395335+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16573.14, subject=/usr/sbin/cron,
2026-01-28 21:12:01.396147+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16576.14, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16576, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.397007+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2121710 at /usr/sbin/cron
2026-01-28 21:12:01.397476+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16576.14, subject=/usr/sbin/cron,
2026-01-28 21:12:01.398660+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2a0ba20 at /usr/sbin/cron
2026-01-28 21:12:01.407337+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16573.15, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16573, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.408559+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16573.15, subject=/usr/sbin/cron,
2026-01-28 21:12:01.409489+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f35be0 at /usr/sbin/cron
2026-01-28 21:12:01.411406+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16576.15, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16576, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.413395+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16576.15, subject=/usr/sbin/cron,
2026-01-28 21:12:01.414593+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3365440 at /usr/sbin/cron
2026-01-28 21:12:01.578913+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16575.16, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16575, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.580462+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16575.16, subject=/usr/sbin/cron,
2026-01-28 21:12:01.581829+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f35be0 at /usr/sbin/cron
2026-01-28 21:12:01.583029+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16574.16, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16574, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.584971+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16574.16, subject=/usr/sbin/cron,
2026-01-28 21:12:01.586919+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2a4f8b0 at /usr/sbin/cron
2026-01-28 21:12:01.594325+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16575.17, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16575, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.595610+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16575.17, subject=/usr/sbin/cron,
2026-01-28 21:12:01.597210+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2a4f8b0 at /usr/sbin/cron
2026-01-28 21:12:01.597284+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16574.17, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16574, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.598478+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16574.17, subject=/usr/sbin/cron,
2026-01-28 21:12:01.599909+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bcea1bd50 at /usr/sbin/cron
2026-01-28 21:12:01.607734+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16575.18, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16575, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.609553+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16575.18, subject=/usr/sbin/cron,
2026-01-28 21:12:01.610406+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16574.18, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16574, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.610581+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd21063c0 at /usr/sbin/cron
2026-01-28 21:12:01.611324+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16574.18, subject=/usr/sbin/cron,
2026-01-28 21:12:01.612162+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2a31820 at /usr/sbin/cron
2026-01-28 21:12:01.617869+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16575.19, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16575, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.618371+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16573.16, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16573, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.619070+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16575.19, subject=/usr/sbin/cron,
2026-01-28 21:12:01.619449+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16573.16, subject=/usr/sbin/cron,
2026-01-28 21:12:01.620085+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16574.19, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16574, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.620774+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3330940 at /usr/sbin/cron
2026-01-28 21:12:01.620928+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f35be0 at /usr/sbin/cron
2026-01-28 21:12:01.621539+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16574.19, subject=/usr/sbin/cron,
2026-01-28 21:12:01.622413+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2a4f8b0 at /usr/sbin/cron
2026-01-28 21:12:01.640906+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16573.17, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16573, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.642442+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16573.17, subject=/usr/sbin/cron,
2026-01-28 21:12:01.643961+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd21063c0 at /usr/sbin/cron
2026-01-28 21:12:01.658653+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16573.18, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16573, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.660227+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16573.18, subject=/usr/sbin/cron,
2026-01-28 21:12:01.661316+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3364860 at /usr/sbin/cron
2026-01-28 21:12:01.674310+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16573.19, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16573, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.675671+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16573.19, subject=/usr/sbin/cron,
2026-01-28 21:12:01.677308+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bcea1bd50 at /usr/sbin/cron
2026-01-28 21:12:01.679091+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16576.16, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16576, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.680847+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16576.16, subject=/usr/sbin/cron,
2026-01-28 21:12:01.682687+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3364ad0 at /usr/sbin/cron
2026-01-28 21:12:01.697592+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16576.17, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16576, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.698655+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16576.17, subject=/usr/sbin/cron,
2026-01-28 21:12:01.699611+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f35be0 at /usr/sbin/cron
2026-01-28 21:12:01.708401+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16576.18, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16576, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.709340+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16576.18, subject=/usr/sbin/cron,
2026-01-28 21:12:01.710220+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3330940 at /usr/sbin/cron
2026-01-28 21:12:01.718687+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16576.19, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16576, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.719941+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16576.19, subject=/usr/sbin/cron,
2026-01-28 21:12:01.721726+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2a4f8b0 at /usr/sbin/cron
2026-01-28 21:12:01.782653+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16575.20, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16575, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.783987+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16575.20, subject=/usr/sbin/cron,
2026-01-28 21:12:01.785670+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bce90f220 at /usr/sbin/cron
2026-01-28 21:12:01.794189+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16574.20, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16574, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.795183+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16575.21, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16575, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.795773+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16574.20, subject=/usr/sbin/cron,
2026-01-28 21:12:01.797028+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16575.21, subject=/usr/sbin/cron,
2026-01-28 21:12:01.797442+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f3ca60 at /usr/sbin/cron
2026-01-28 21:12:01.798510+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3364860 at /usr/sbin/cron
2026-01-28 21:12:01.799020+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16573.20, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16573, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.800698+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16573.20, subject=/usr/sbin/cron,
2026-01-28 21:12:01.803039+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd21063c0 at /usr/sbin/cron
2026-01-28 21:12:01.808161+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16574.21, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16574, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:01.809785+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16574.21, subject=/usr/sbin/cron,
2026-01-28 21:12:01.811545+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bce913ea0 at /usr/sbin/cron
